conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,composite_score,global_rank,rating
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"McDonough, Nolan",,0,12,18,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12:00,0,0,1,0,0,0,1,1.0,2.0,3.0,0.333,2.0,12.0,9.0,3.0,5.0,0.0,26.0,7.0,4.0,3.0,0.12,0.0,0.0,,,,,,,,,,,,,,,,,,,11,95
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Uzzell, Chance",,0,13,11,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,06:00,0,0,0,0,0,0,3,1.0,0.0,1.0,1.0,100.0,6.0,2.0,4.0,2.0,0.0,16.0,4.0,2.0,2.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,,12,94
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Dill, Gage",,0,14,26,16,0.0,,0.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,6,12:00,0,0,0,0,0,0,6,9.0,8.0,17.0,0.529,0.89,25.0,12.0,13.0,11.0,0.0,76.0,24.0,13.0,11.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,,13,94
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Patriksson, Wilhelm",,0,15,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,14,94
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Galassi, Jesse",,0,16,26,4,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8,16:00,0,0,0,0,0,0,8,0.0,0.0,0.0,,0.0,24.0,17.0,7.0,8.0,0.0,67.0,19.0,12.0,7.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,15,94
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Daigneault, Victor",,0,17,26,9,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,26:00,0,0,1,0,0,0,8,22.0,28.0,50.0,0.44,1.27,19.0,16.0,3.0,10.0,0.0,57.0,19.0,15.0,4.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,16,94
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Rowlee, Killian",,0,19,23,3,0.0,,1.0,0.0,0.0,2.0,0.0,3.0,4.0,3.0,1.0,3,06:00,0,0,0,0,0,0,3,7.0,7.0,14.0,0.5,1.0,20.0,9.0,11.0,8.0,0.0,66.0,19.0,5.0,14.0,0.21,0.0,0.0,,,,,,,,,,,,,,,,,,,17,93
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Biester, Ben",,0,20,25,1,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,10:00,0,0,0,0,0,0,5,114.0,138.0,252.0,0.452,1.21,16.0,10.0,6.0,8.0,0.0,32.0,8.0,7.0,1.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,18,93
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Morton, Andrew",,0,21,12,1,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,04:00,0,0,0,0,0,0,2,25.0,18.0,43.0,0.581,0.72,12.0,8.0,4.0,4.0,0.0,22.0,10.0,4.0,6.0,0.27,0.0,0.0,,,,,,,,,,,,,,,,,,,19,93
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Moreira, JP",,0,22,18,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,0.0,0.0,,0.0,20.0,7.0,13.0,18.0,0.0,16.0,7.0,6.0,1.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,20,93
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Isherwood, Tyler",,0,23,19,1,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,08:00,0,0,0,0,0,0,4,123.0,86.0,209.0,0.589,0.7,15.0,10.0,5.0,3.0,0.0,31.0,11.0,8.0,3.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,21,93
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Rothstein, Blake",,0,24,12,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4,08:00,0,0,0,0,0,0,4,3.0,3.0,6.0,0.5,1.0,12.0,4.0,8.0,5.0,0.0,40.0,10.0,4.0,6.0,0.15,0.0,0.0,,,,,,,,,,,,,,,,,,,22,93
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Carr, Shane",,0,25,23,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5,10:00,0,0,0,0,0,0,5,0.0,0.0,0.0,,0.0,14.0,15.0,-1.0,11.0,0.0,61.0,13.0,8.0,5.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,23,92
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Weinger, Cole",,0,26,16,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,1.0,0.0,1.0,1.0,100.0,11.0,10.0,1.0,15.0,0.0,26.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24,92
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Cabral, Manny",,0,27,22,5,0.0,,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,7,22:00,0,1,0,0,0,0,6,12.0,5.0,17.0,0.706,0.42,15.0,9.0,6.0,6.0,0.0,58.0,19.0,9.0,10.0,0.17,0.0,0.0,,,,,,,,,,,,,,,,,,,25,92
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Otwell, Jett",,0,28,20,4,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,12.0,13.0,25.0,0.48,1.08,16.0,9.0,7.0,7.0,0.0,34.0,14.0,8.0,6.0,0.18,0.0,0.0,,,,,,,,,,,,,,,,,,,26,92
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Lundgren, Max",,0,29,9,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,2.0,2.0,4.0,0.5,1.0,0.0,6.0,-6.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,27,92
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Soderling, Casper",,0,35,19,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5,10:00,0,0,0,0,0,0,5,0.0,0.0,0.0,,0.0,17.0,8.0,9.0,9.0,0.0,35.0,5.0,3.0,2.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,28,92
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Rhodes, Ryan",,0,30,4,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,243:46,10.0,102.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.911,4.0,0.0,0.0,2.46,,29,92
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Smith, Cam",,0,31,14,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,834:03,30.0,308.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,0.911,11.0,0.0,0.0,2.16,,30,91
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,"Heaney, Thomas",,0,33,9,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,479:10,17.0,163.0,4103.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.906,8.0,0.0,0.0,2.13,,31,91
ccc,Conference of New England (CCC),2025-26,mhky,Curry College,Casper S&ouml;derlin,,d,35,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,32,91
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Peter Sterling,,g,1,25,24,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,1476:27,40.0,544.0,41494149.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.932,21.0,0.0,0.0,1.63,,33,91
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,James Hooley,,0,2,26,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,06:00,0,0,0,0,0,0,3,0.0,1.0,1.0,0.0,0.0,33.0,6.0,27.0,19.0,0.0,50.0,9.0,8.0,1.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,34,91
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Carson Nickulas,,0,3,8,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,0.0,0.0,0.0,,0.0,10.0,2.0,8.0,6.0,0.0,18.0,9.0,8.0,1.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,35,91
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Brad Zona,,0,4,18,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,06:00,0,0,0,0,0,0,3,0.0,0.0,0.0,,0.0,20.0,10.0,10.0,19.0,0.0,38.0,12.0,10.0,2.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,36,91
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Charlie Killian,,0,5,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,37,91
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Antti Autere,,0,6,25,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,30:00,0,0,0,0,0,0,15,0.0,0.0,0.0,,0.0,40.0,10.0,30.0,31.0,0.0,45.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,38,90
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Dom Metro,,0,7,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,39,90
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Jack Costanzo,,0,8,24,1,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14,36:00,0,0,1,0,0,0,13,188.0,106.0,294.0,0.639,0.56,27.0,10.0,17.0,5.0,0.0,44.0,24.0,18.0,6.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,,40,90
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Sebastian Speck,,0,9,25,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,9,18:00,0,0,0,0,0,0,9,180.0,165.0,345.0,0.522,0.92,33.0,7.0,26.0,6.0,0.0,74.0,24.0,16.0,8.0,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,,41,90
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Noah Gibbs,,0,10,26,0,0.0,,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,3,06:00,0,0,0,0,0,0,3,1.0,3.0,4.0,0.25,3.0,33.0,6.0,27.0,8.0,0.0,68.0,24.0,12.0,12.0,0.18,0.0,0.0,,,,,,,,,,,,,,,,,,,42,90
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Chase LeClerc,,0,11,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,43,90
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Michael Casey,,rw,12,26,24,0.0,,0.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,5,10:00,0,0,0,0,0,0,5,290.0,194.0,484.0,0.599,0.67,18.0,10.0,8.0,4.0,0.0,53.0,17.0,10.0,7.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,,44,90
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Lou Kamienski,,0,13,26,0,0.0,,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,3,06:00,0,0,0,0,0,0,3,35.0,33.0,68.0,0.515,0.94,28.0,6.0,22.0,12.0,0.0,93.0,28.0,16.0,12.0,0.13,0.0,1.0,,,,,,,,,,,,,,,,,,,45,90
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Ryan Vaites,,0,14,3,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,4.0,1.0,3.0,1.0,0.0,6.0,1.0,0.0,1.0,0.17,0.0,0.0,,,,,,,,,,,,,,,,,,,46,90
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Kyle Furey,,d,15,26,26,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,1.0,1.0,0.0,0.0,36.0,12.0,24.0,21.0,0.0,58.0,20.0,17.0,3.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,47,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Anthony Cafarelli,,0,16,21,2,0.0,,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4,08:00,0,0,0,0,0,0,4,3.0,1.0,4.0,0.75,0.33,22.0,7.0,15.0,5.0,0.0,61.0,15.0,3.0,12.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,48,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Ben Jenkinson,,0,17,26,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,04:00,0,0,0,0,0,0,2,180.0,156.0,336.0,0.536,0.87,22.0,4.0,18.0,14.0,0.0,34.0,9.0,5.0,4.0,0.12,0.0,0.0,,,,,,,,,,,,,,,,,,,49,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Cade Baker,,0,18,11,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,6.0,6.0,12.0,0.5,1.0,10.0,5.0,5.0,0.0,0.0,18.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,50,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Mark D'Agostino,,0,19,11,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,06:00,0,0,0,0,0,0,3,13.0,7.0,20.0,0.65,0.0,7.0,5.0,2.0,2.0,0.0,22.0,5.0,3.0,2.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,51,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Sean Bradley,,0,20,15,1,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,10:00,0,0,0,0,0,0,5,17.0,14.0,31.0,0.548,0.82,4.0,3.0,1.0,4.0,0.0,11.0,3.0,1.0,2.0,0.18,0.0,0.0,,,,,,,,,,,,,,,,,,,52,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Therien Thiesing,,0,21,19,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,18:00,0,0,1,0,0,0,4,0.0,0.0,0.0,,0.0,15.0,8.0,7.0,22.0,0.0,47.0,8.0,6.0,2.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,53,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Brad Cox,,0,22,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,54,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Payton Miller,,0,23,19,1,0.0,,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3,06:00,0,0,0,0,0,0,3,3.0,2.0,5.0,0.6,0.67,15.0,0.0,15.0,4.0,0.0,57.0,10.0,6.0,4.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,55,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Primo Self,,c,24,23,21,0.0,,0.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,0.0,7,33:00,0,0,2,0,0,1,4,1.0,4.0,5.0,0.2,4.0,13.0,8.0,5.0,4.0,0.0,46.0,11.0,2.0,9.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,56,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,John Goldowski,,0,25,26,1,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,18:00,0,1,0,0,0,0,4,13.0,13.0,26.0,0.5,1.0,23.0,3.0,20.0,3.0,0.0,63.0,17.0,9.0,8.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,,57,89
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Collin Kleiser,,d,26,23,15,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4,08:00,0,0,0,0,0,0,4,0.0,1.0,1.0,0.0,0.0,32.0,11.0,21.0,23.0,0.0,83.0,16.0,11.0,5.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,58,88
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Will Welburn,,0,27,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,59,88
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Krystian Jaks,,0,30,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10:00,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,60,88
ccc,Conference of New England (CCC),2025-26,mhky,Endicott College,Matt Schoephoerster,,0,31,2,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,85:29,3.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.906,1.0,0.0,0.0,2.11,,61,88
