season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,msoc,North Atlantic Conference (NAC),nac,Maine Maritime,"Fisher, Piercen",Piercen,Fisher,,378,"Fisher, Piercen","FISHER,PIERCEN",Maine Maritime,MMA,1208-2394,3,3,19,0,19,0,0,0,1,2,2,0,0,0,.33,.00,.67,.000,.667,0,0,0,0,0,0,0,.000,5,0,1,0,1.67,.33,.00,.00,0,,245:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,14.39525877207029,1,99
2026-27,msoc,North Atlantic Conference (NAC),nac,Maine Maritime,"Baur, James",James,Baur,,378,"Baur, James","BAUR,JAMES",Maine Maritime,MMA,1208-1741,3,3,14,0,14,0,0,3,4,2,0,1,0,0,1.33,1.00,.67,.333,.000,2,0,0,0,0,0,0,.000,3,0,1,0,1.00,.33,.00,.00,0,,231:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.295145249239045,2,99
2026-27,msoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Adrian Placencia,Adrian,Placencia,,30065,Adrian Placencia,"PLACENCIA,ADRIAN",VTSU Lyndon,VERMONT,804-1547,2,2,7,0,7,0,0,2,2,2,0,1,0,0,1.00,1.00,1.00,.500,.000,1,1,0,0,0,0,0,.000,2,0,1,0,1.00,.50,.00,.00,0,,175:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.327570913270408,3,99
2026-27,msoc,North Atlantic Conference (NAC),nac,Thomas,"Elkott, Adam",Adam,Elkott,,2758,"Elkott, Adam","ELKOTT,ADAM",Thomas,TCT,1210-2997,1,1,18,0,18,0,0,2,3,2,0,1,0,0,3.00,2.00,2.00,1.000,.000,1,0,0,0,1,1,1,1.000,0,0,0,0,.00,.00,.00,.00,0,,60:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.327570913270408,4,98
2026-27,msoc,North Atlantic Conference (NAC),nac,Husson,"Jimenez, Santiago",Santiago,Jimenez,,1133,"Jimenez, Santiago","JIMENEZ,SANTIAGO",Husson ,HUS,1201-4614,2,2,38,0,38,0,0,2,3,2,0,1,0,0,1.50,1.00,1.00,.500,.000,1,0,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,114:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.327570913270408,5,98
2026-27,msoc,North Atlantic Conference (NAC),nac,Maine Maritime,"Crea, Hunter",Hunter,Crea,,378,"Crea, Hunter","CREA,HUNTER",Maine Maritime,MMA,1208-1744,3,2,8,0,8,0,0,1,4,2,0,1,0,0,1.33,.33,.67,.333,.000,0,1,0,0,0,0,0,.000,2,0,1,0,.67,.33,.00,.00,0,,192:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,11.35999657730177,6,98
2026-27,msoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Eric Shorter,Eric,Shorter,,30065,Eric Shorter,"SHORTER,ERIC",VTSU Lyndon,VERMONT,804-1550,2,2,8,0,8,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,156:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,11.35999657730177,7,97
2026-27,msoc,North Atlantic Conference (NAC),nac,Maine Maritime,"Fisher, Garrison",Garrison,Fisher,,378,"Fisher, Garrison","FISHER,GARRISON",Maine Maritime,MMA,1208-1925,3,3,18,0,18,0,0,1,3,2,0,1,0,0,1.00,.33,.67,.333,.000,0,0,0,0,1,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,270:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,11.35999657730177,8,97
2026-27,msoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Jett  Burnett,Jett,Burnett,,30065,Jett  Burnett,"BURNETT,JETT",VTSU Lyndon,VERMONT,804-1540,2,2,12,0,12,0,0,1,1,1,1,0,0,0,.50,.50,.50,.000,.500,1,0,0,0,0,0,0,.000,3,0,1,0,1.50,.50,.00,.00,0,,148:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.73375490692812,9,97
2026-27,msoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Hill barnes Winter,Hill barnes,Winter,,30065,Hill barnes Winter,"BARNES,WINTER HILL",VTSU Lyndon,VERMONT,804-1422,2,0,18,0,18,0,0,0,1,1,1,0,0,0,.50,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,45:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,6.766180570959483,10,96
