season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats,penalty_stats,misc_stats,goalie_stats,shot_stats,avg_points_game,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
2025-26,mlax,Empire 8 (E8),e8,Alfred,Kyle Weeks,Kyle,Weeks,,18,Kyle Weeks,"WEEKS,KYLE",WEEKSKYLEALFRED,0,0,,,Alfred,ALFRED,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Marcus Darminio,Marcus,Darminio,,18,Marcus Darminio,"DARMINIO,MARCUS",DARMINIOMARCUSALFRED,15,2,,,Alfred,ALFRED,0,,,,,,0.80,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,1,120:00,0,0,1.000,17,27,0,12,7,5,.630,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Aaron Aepelbacher,Aaron,Aepelbacher,,18,Aaron Aepelbacher,"AEPELBACHER,AARON",AEPELBACHERAARONALFRED,9,0,,,Alfred,ALFRED,0,,,,,,0.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,00:00,0,0,1.000,6,8,0,2,0,2,.750,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Sam Crosby,Sam,Crosby,,18,Sam Crosby,"CROSBY,SAM",CROSBYSAMALFRED,15,0,,,Alfred,ALFRED,0,,,,,,1.00,0,0,0,0,0,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,2,00:00,0,0,1.000,27,66,0,15,4,11,.409,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Javier Fuentes,Javier,Fuentes,,18,Javier Fuentes,"FUENTES,JAVIER",FUENTESJAVIERALFRED,4,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Mike Halsey,Mike,Halsey,,18,Mike Halsey,"HALSEY,MIKE",HALSEYMIKEALFRED,12,12,,,Alfred,ALFRED,0,,,,,,3.08,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,33,6,684:00,36,0,1.000,21,30,0,37,25,12,.700,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,John Hall,John,Hall,,18,John Hall,"HALL,JOHN",HALLJOHNALFRED,8,0,,,Alfred,ALFRED,0,,,,,,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,00:00,0,0,1.000,1,4,0,1,1,0,.250,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Kevin Matson,Kevin,Matson,,18,Kevin Matson,"MATSON,KEVIN",MATSONKEVINALFRED,13,13,,,Alfred,ALFRED,0,,,,,,3.38,0,0,0,0,0,1,6,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,13,10,740:00,41,0,1.000,66,113,0,44,11,33,.584,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Brendan O'Bryan,Brendan,O'Bryan,,18,Brendan O'Bryan,"O'BRYAN,BRENDAN",O'BRYANBRENDANALFRED,15,1,,,Alfred,ALFRED,0,,,,,,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,5,49:00,2,0,1.000,0,2,0,2,2,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Michael Gruin,Michael,Gruin,,18,Michael Gruin,"GRUIN,MICHAEL",GRUINMICHAELALFRED,10,2,,,Alfred,ALFRED,0,,,,,,0.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,9,1,120:00,0,0,1.000,5,7,0,6,5,1,.714,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Max Freeman IV,Max Freeman,IV,,18,Max Freeman IV,"IV,MAX FREEMAN",IVMAXFREEMANALFRED,13,12,,,Alfred,ALFRED,0,,,,,,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,6,9,691:00,12,0,1.000,5,7,0,2,2,0,.714,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Liam McCabe,Liam,McCabe,,18,Liam McCabe,"MCCABE,LIAM",MCCABELIAMALFRED,8,1,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,60:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Tairq Joseph Jr.,Tairq Joseph,Jr.,,18,Tairq Joseph Jr.,"JR,TAIRQ JOSEPH",JRTAIRQJOSEPHALFRED,5,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Brendan Riley,Brendan,Riley,,18,Brendan Riley,"RILEY,BRENDAN",RILEYBRENDANALFRED,15,1,,,Alfred,ALFRED,0,,,,,,2.00,0,0,0,0,0,1,15,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,21,3,60:00,0,1,1.000,57,92,0,30,9,21,.620,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Aidan Farron,Aidan,Farron,,18,Aidan Farron,"FARRON,AIDAN",FARRONAIDANALFRED,5,1,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,11,6,0,0,0,60:00,0,30,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Cole Loewke,Cole,Loewke,,18,Cole Loewke,"LOEWKE,COLE",LOEWKECOLEALFRED,13,13,,,Alfred,ALFRED,0,,,,,,3.54,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,15,6,729:00,43,0,1.000,54,80,0,46,12,34,.675,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Keagan Hoesterey,Keagan,Hoesterey,,18,Keagan Hoesterey,"HOESTEREY,KEAGAN",HOESTEREYKEAGANALFRED,15,1,,,Alfred,ALFRED,0,,,,,,2.20,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,20,3,49:00,2,0,1.000,28,41,0,33,19,14,.683,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Nick Volpe,Nick,Volpe,,18,Nick Volpe,"VOLPE,NICK",VOLPENICKALFRED,14,0,,,Alfred,ALFRED,0,,,,,,0.50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,00:00,0,0,1.000,15,24,0,7,1,6,.625,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Max Sigmund,Max,Sigmund,,18,Max Sigmund,"SIGMUND,MAX",SIGMUNDMAXALFRED,5,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,28:00,23,0,1.000,0,0,0,0,0,0,.000,5,43:23,5,10,0,0,0,0,0,0,0,33,6.92,.667
2025-26,mlax,Empire 8 (E8),e8,Alfred,Colton Keane,Colton,Keane,,18,Colton Keane,"KEANE,COLTON",KEANECOLTONALFRED,11,0,,,Alfred,ALFRED,0,,,,,,0.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,00:00,0,0,1.000,7,14,0,4,1,3,.500,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Josh Funk,Josh,Funk,,18,Josh Funk,"FUNK,JOSH",FUNKJOSHALFRED,15,15,,,Alfred,ALFRED,0,,,,,,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,10,12,849:00,43,0,1.000,1,3,0,1,0,1,.333,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Nicholas Kramer,Nicholas,Kramer,,18,Nicholas Kramer,"KRAMER,NICHOLAS",KRAMERNICHOLASALFRED,11,0,,,Alfred,ALFRED,0,,,,,,0.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,4,00:00,0,0,1.000,1,1,0,1,0,1,1.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Tyler Muskopf,Tyler,Muskopf,,18,Tyler Muskopf,"MUSKOPF,TYLER",MUSKOPFTYLERALFRED,4,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,00:00,0,1,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Savino Bax,Savino,Bax,,18,Savino Bax,"BAX,SAVINO",BAXSAVINOALFRED,7,0,,,Alfred,ALFRED,0,,,,,,0.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,00:00,0,0,1.000,4,6,0,3,2,1,.667,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Nick Capece,Nick,Capece,,18,Nick Capece,"CAPECE,NICK",CAPECENICKALFRED,2,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,00:00,0,0,1.000,0,1,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Quinn Sullivan,Quinn,Sullivan,,18,Quinn Sullivan,"SULLIVAN,QUINN",SULLIVANQUINNALFRED,15,15,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,9,2,779:00,122,0,1.000,0,0,0,0,0,0,.000,15,743:03,129,132,0,6,9,0,2,0,0,481,10.42,.506
2025-26,mlax,Empire 8 (E8),e8,Alfred,Andrew Hardy,Andrew,Hardy,,18,Andrew Hardy,"HARDY,ANDREW",HARDYANDREWALFRED,7,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,00:00,0,0,1.000,1,1,0,0,0,0,1.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Peter Colburn,Peter,Colburn,,18,Peter Colburn,"COLBURN,PETER",COLBURNPETERALFRED,11,1,,,Alfred,ALFRED,0,,,,,,0.36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,60:00,0,0,1.000,9,17,0,4,0,4,.529,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Ethan Karches,Ethan,Karches,,18,Ethan Karches,"KARCHES,ETHAN",KARCHESETHANALFRED,7,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,1,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Charles Mulcahy,Charles,Mulcahy,,18,Charles Mulcahy,"MULCAHY,CHARLES",MULCAHYCHARLESALFRED,2,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Brady McGowan,Brady,McGowan,,18,Brady McGowan,"MCGOWAN,BRADY",MCGOWANBRADYALFRED,13,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,4,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Alex Pace,Alex,Pace,,18,Alex Pace,"PACE,ALEX",PACEALEXALFRED,15,10,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,0,9,10,560:00,14,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Rhett Krieger,Rhett,Krieger,,18,Rhett Krieger,"KRIEGER,RHETT",KRIEGERRHETTALFRED,11,0,,,Alfred,ALFRED,0,,,,,,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,21,0,2,1,00:00,0,49,1.000,0,1,0,1,1,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Brody Wolfe,Brody,Wolfe,,18,Brody Wolfe,"WOLFE,BRODY",WOLFEBRODYALFRED,13,1,,,Alfred,ALFRED,0,,,,,,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,22,0,12,2,49:00,29,0,1.000,1,8,0,2,2,0,.125,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Zack McNally,Zack,McNally,,18,Zack McNally,"MCNALLY,ZACK",MCNALLYZACKALFRED,5,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Sam Herle,Sam,Herle,,18,Sam Herle,"HERLE,SAM",HERLESAMALFRED,8,0,,,Alfred,ALFRED,0,,,,,,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,00:00,0,0,1.000,4,5,0,2,0,2,.800,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Kyle Wright,Kyle,Wright,,18,Kyle Wright,"WRIGHT,KYLE",WRIGHTKYLEALFRED,2,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Jacob Michaels,Jacob,Michaels,,18,Jacob Michaels,"MICHAELS,JACOB",MICHAELSJACOBALFRED,3,0,,,Alfred,ALFRED,0,,,,,,0.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,00:00,0,0,1.000,1,1,0,2,1,1,1.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Hunter Cupp,Hunter,Cupp,,18,Hunter Cupp,"CUPP,HUNTER",CUPPHUNTERALFRED,14,14,,,Alfred,ALFRED,0,,,,,,0.14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,193,72,117,0,26,1,789:00,43,265,1.000,7,11,0,2,0,2,.636,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Kelsey King,Kelsey,King,,18,Kelsey King,"KING,KELSEY",KINGKELSEYALFRED,2,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,1,1,0,0,0,0,1.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Shane Cubala,Shane,Cubala,,18,Shane Cubala,"CUBALA,SHANE",CUBALASHANEALFRED,15,15,,,Alfred,ALFRED,0,,,,,,0.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,37,0,4,13,849:00,43,0,1.000,6,8,0,7,4,3,.750,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Benjamin Cunningham,Benjamin,Cunningham,,18,Benjamin Cunningham,"CUNNINGHAM,BENJAMIN",CUNNINGHAMBENJAMINALFRED,15,15,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,29,0,4,23,849:00,43,1,1.000,1,3,0,0,0,0,.333,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,James Connelly,James,Connelly,,18,James Connelly,"CONNELLY,JAMES",CONNELLYJAMESALFRED,5,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,0,1,0,00:00,0,16,1.000,1,1,0,0,0,0,1.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Ian Marsh,Ian,Marsh,,18,Ian Marsh,"MARSH,IAN",MARSHIANALFRED,13,4,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,17,0,6,15,229:00,29,0,1.000,1,2,0,0,0,0,.500,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Christian Moon,Christian,Moon,,18,Christian Moon,"MOON,CHRISTIAN",MOONCHRISTIANALFRED,14,0,,,Alfred,ALFRED,0,,,,,,0.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,0,7,6,00:00,0,0,1.000,11,11,0,9,4,5,1.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Drew Smith,Drew,Smith,,18,Drew Smith,"SMITH,DREW",SMITHDREWALFRED,9,1,,,Alfred,ALFRED,0,,,,,,1.56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,45:00,7,0,1.000,12,16,0,14,3,11,.750,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Alfred,Torin Pottinger,Torin,Pottinger,,18,Torin Pottinger,"POTTINGER,TORIN",POTTINGERTORINALFRED,8,0,,,Alfred,ALFRED,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40:00,18,0,1.000,0,0,0,0,0,0,.000,8,63:17,7,7,0,0,0,0,0,0,0,24,6.64,.500
2025-26,mlax,Empire 8 (E8),e8,Brockport,Zach Cole,Zach,Cole,,78,Zach Cole,"COLE,ZACH",COLEZACHBROCKPOR,14,0,,,Brockport,BROCKPOR,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,20,0,3,8,00:00,0,2,1.000,2,2,0,0,0,0,1.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Brockport,Jesse Wooley,Jesse,Wooley,,78,Jesse Wooley,"WOOLEY,JESSE",WOOLEYJESSEBROCKPOR,1,0,,,Brockport,BROCKPOR,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00:00,0,1,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Brockport,Nicolas Ange,Nicolas,Ange,,78,Nicolas Ange,"ANGE,NICOLAS",ANGENICOLASBROCKPOR,14,0,,,Brockport,BROCKPOR,0,,,,,,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,108,146,45,0,4,4,00:00,0,254,1.000,2,3,0,4,4,0,.667,,,,,,,,,,,,,,
2025-26,mlax,Empire 8 (E8),e8,Brockport,Jared Kulik,Jared,Kulik,,78,Jared Kulik,"KULIK,JARED",KULIKJAREDBROCKPOR,7,1,,,Brockport,BROCKPOR,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,0,125:00,116,0,1.000,1,1,0,0,0,0,1.000,7,128:03,32,20,0,0,2,0,2,0,0,94,14.99,.385
2025-26,mlax,Empire 8 (E8),e8,Brockport,AJ Thomas,AJ,Thomas,,78,AJ Thomas,"THOMAS,AJ",THOMASAJBROCKPOR,17,17,,,Brockport,BROCKPOR,0,,,,,,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,27,0,16,15,1020:00,139,0,1.000,0,1,0,1,1,0,.000,,,,,,,,,,,,,,
