season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Eva Farone,Eva,Farone,,30064,Eva Farone,0,0SVC,35,33,,,110,25,43,23,7,3,3,13,0,1,12,7,3,1,3,0,0,0,0,0,0,0,0,0.460,65,127,4,.750,.391,.591,66,48,7,0,0,0,0,8,0,121,.942,0,.000,17,1,1,1,2,0,0,0,0,0,7.2,20,9,10,4,4,1,1,8.22,41,54,3,0,0,1,1,0,0,1,.415,2,3,21,35,"14,34",0.41,14,34,"22,58",0.38,22,58,"15,37",0.41,15,37,"3,4",0.75,3,4,0,0,0,0,"17,41","5,10","32,64",48,0,0,0,0,0,0,0,5,29,0,10,9,0,"4,7","14,31","2,4",0,"5,12",Saint Vincent,SVC,1315-4433,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Emily Dudenhoeffer,Emily,Dudenhoeffer,,30064,Emily Dudenhoeffer,0,0SVC,38,36,,,124,33,51,32,10,2,2,11,0,0,8,5,2,0,3,0,0,0,0,0,0,0,0,0.459,71,138,2,1.000,.411,.573,38,24,9,0,0,0,0,2,0,71,.873,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,28,33,"15,34",0.44,15,34,"35,72",0.49,35,72,"24,48",0.50,24,48,"6,11",0.55,6,11,0,0,0,0,"11,23","9,11","53,80",58,0,0,0,1,0,0,0,7,17,0,,,,,,,,,Saint Vincent,SVC,1315-4597,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Alyssa Henderson,Alyssa,Henderson,,30064,Alyssa Henderson,0,0SVC,38,36,,,115,12,50,24,9,0,0,2,0,1,1,0,0,0,2,1,0,0,0,0,0,6,0,0.445,59,121,0,.000,.435,.513,244,6,3,0,0,0,0,11,0,253,.988,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,35,28,"12,37",0.32,12,37,"27,67",0.40,27,67,"22,51",0.43,22,51,"7,9",0.78,7,9,0,0,0,0,"11,22","10,14","40,71",36,0,0,0,12,0,0,0,11,25,0,,,,,,,,,Saint Vincent,SVC,1315-4151,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Lily Rush,Lily,Rush,,30064,Lily Rush,0,0SVC,22,9,,,29,6,2,1,0,0,0,2,0,2,7,3,0,0,1,1,0,0,0,0,0,0,0,0.176,2,35,0,.000,.069,.069,18,0,3,0,0,0,0,0,0,21,.857,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,15,"0,6",0,0,6,"1,16",0.06,1,16,"1,11",0.09,1,11,"0,4",0,0,4,0,0,0,0,"3,10","1,3","4,18","0,1",0,0,1,1,0,0,0,4,7,0,,,,,,,,,Saint Vincent,SVC,1315-3934,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Josey Michalski,Josey,Michalski,,30064,Josey Michalski,0,0SVC,38,38,,,118,26,47,45,15,3,7,17,0,4,8,4,1,0,1,3,0,0,0,0,0,1,0,0.479,89,143,1,1.000,.398,.754,36,127,14,0,0,0,0,8,0,177,.921,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,15,47,"15,38",0.39,15,38,"30,76",0.39,30,76,"22,55",0.40,22,55,"4,11",0.36,4,11,0,0,0,0,"13,23","18,25","56,90",27,0,0,0,0,0,0,0,14,33,0,,,,,,,,,Saint Vincent,SVC,1315-4436,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Abby Bauer,Abby,Bauer,,30064,Abby Bauer,0,0SVC,35,29,,,90,18,38,12,5,0,0,13,0,7,7,4,1,0,2,0,0,0,0,0,3,1,0,0.527,43,112,1,1.000,.422,.478,52,7,1,2,0,14,1,1,0,60,.983,15,.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,18,25,"13,30",0.43,13,30,"23,57",0.40,23,57,"14,37",0.38,14,37,"4,8",0.50,4,8,0,0,0,0,"14,20","3,9","41,64",34,0,0,0,23,0,0,0,5,20,0,,,,,,,,,Saint Vincent,SVC,1315-4437,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Taylor Williams,Taylor,Williams,,30064,Taylor Williams,0,0SVC,35,27,,,84,20,29,14,4,0,0,5,0,1,12,4,2,1,1,0,0,0,0,0,0,0,0,0.389,33,91,3,.667,.345,.393,48,1,5,0,0,0,0,0,0,54,.907,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,23,19,"8,28",0.29,8,28,"21,54",0.39,21,54,"14,41",0.34,14,41,"1,8",0.13,1,8,0,0,0,0,"5,18","7,9","35,59",49,0,0,0,"0,1",0,0,1,12,28,0,,,,,,,,,Saint Vincent,SVC,1315-4434,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Macie McHugh,Macie,McHugh,,30064,Macie McHugh,0,0SVC,30,14,,,51,13,18,7,3,2,0,6,0,2,5,3,0,0,3,1,0,0,0,0,0,0,0,0.433,25,63,0,.000,.353,.490,10,2,2,0,0,0,0,0,0,14,.857,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,13,18,"3,15",0.20,3,15,"9,31",0.29,9,31,"5,24",0.21,5,24,"3,6",0.50,3,6,0,0,0,0,"7,12","3,10","19,38",2,0,0,0,1,0,0,0,7,16,0,,,,,,,,,Saint Vincent,SVC,1315-4435,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Shayna Perigo,Shayna,Perigo,,30064,Shayna Perigo,0,0SVC,27,27,,,72,12,21,15,5,0,0,5,0,1,5,5,2,0,4,0,0,0,0,0,0,2,0,0.346,26,82,2,1.000,.292,.361,22,2,2,0,0,0,0,0,0,26,.923,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,26,24,"6,25",0.24,6,25,"18,53",0.34,18,53,"14,36",0.39,14,36,"2,5",0.40,2,5,0,0,0,0,"2,9","6,9","31,58",13,0,0,0,0,0,0,0,11,24,0,,,,,,,,,Saint Vincent,SVC,1315-4143,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Mackenzie Favero,Mackenzie,Favero,,30064,Mackenzie Favero,0,0SVC,37,36,,,114,38,50,8,4,0,0,21,0,1,15,9,9,1,1,0,0,0,0,0,0,0,0,0.529,54,137,10,.900,.439,.474,44,90,15,0,0,0,0,8,0,149,.899,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,32,16,"14,37",0.38,14,37,"24,61",0.39,24,61,"15,40",0.38,15,40,"1,7",0.14,1,7,0,0,0,0,"20,34","3,15","34,68",6,0,0,0,0,0,0,0,6,25,0,,,,,,,,,Saint Vincent,SVC,1315-4144,True,,
