season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Wangu, Dunia",Dunia,Wangu,,1164,"Wangu, Dunia","WANGU,DUNIA",Lakeland,LAK,1253-4904,4,4,11,0,11,0,0,8,12,10,0,5,0,0,3.00,2.00,2.50,1.250,.000,3,0,0,0,2,1,3,.750,1,0,0,0,.25,.00,.00,.00,0,,207:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,20.372324323584525,1,99
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Frederic, Woodlens",Woodlens,Frederic,,1164,"Frederic, Woodlens","FREDERIC,WOODLENS",Lakeland,LAK,1253-5288,6,0,3,0,3,0,0,8,18,9,1,4,0,0,3.00,1.33,1.50,.667,.167,4,0,0,0,0,0,0,.000,7,0,1,0,1.17,.17,.00,.00,0,,270:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.894083833516895,2,99
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Mnangwa, Issa",Issa,Mnangwa,,42,"Mnangwa, Issa","MNANGWA,ISSA",Aurora,AUR,1248-7348,3,3,9,0,9,0,0,6,11,10,0,5,1,1,3.67,2.00,3.33,1.667,.000,1,1,1,0,1,2,2,.667,3,0,1,0,1.00,.33,.00,.00,0,,156:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.55739795608506,3,99
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Jacobson, Braedin",Braedin,Jacobson,,1164,"Jacobson, Braedin","JACOBSON,BRAEDIN",Lakeland,LAK,1253-5290,4,0,16,0,16,0,0,10,14,8,0,4,0,0,3.50,2.50,2.00,1.000,.000,6,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,127:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,17.549753444433378,4,98
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"DeJaynes, Andrew",Andrew,DeJaynes,,1164,"DeJaynes, Andrew","DEJAYNES,ANDREW",Lakeland,LAK,1253-5062,6,4,8,0,8,0,0,4,8,7,3,2,0,0,1.33,.67,1.17,.333,.500,2,0,0,0,0,2,0,.000,5,0,0,0,.83,.00,.00,.00,0,,303:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,17.307750118382717,5,98
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Gil, Isai",Isai,Gil,,1164,"Gil, Isai","GIL,ISAI",Lakeland,LAK,1253-5289,4,4,10,0,10,0,0,3,8,7,3,2,0,0,2.00,.75,1.75,.500,.750,1,0,0,0,0,1,0,.000,0,0,1,0,.00,.25,.00,.00,0,,194:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,16.900286934632984,6,98
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Davis-Troller, Jordan",Jordan,Davis-Troller,,1164,"Davis-Troller, Jordan","DAVIS-TROLLER,JORDAN",Lakeland,LAK,1253-4543,4,4,18,0,18,0,0,4,6,6,4,1,0,0,1.50,1.00,1.50,.250,1.000,3,0,0,0,0,0,0,.000,2,0,0,0,.50,.00,.00,.00,0,,194:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,16.829509628315087,7,97
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Illinois Tech,"Graham, Cal",Cal,Graham,,30172,"Graham, Cal","GRAHAM,CAL",Illinois Tech,IIT,765-1536,3,3,7,0,7,0,0,8,12,6,2,2,0,0,4.00,2.67,2.00,.667,.667,6,1,0,0,1,2,1,.333,3,0,0,0,1.00,.00,.00,.00,0,,207:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,15.778346096798659,8,97
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Rockford,"Curiel, Dasha",Dasha,Curiel,,582,"Curiel, Dasha","CURIEL,DASHA",Rockford,ROC,1256-3122,2,2,11,0,11,0,0,5,10,8,0,4,0,0,5.00,2.50,4.00,2.000,.000,1,0,0,0,2,2,1,.500,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,15.512437525684721,9,97
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Illinois Tech,"Balea, Paul",Paul,Balea,,30172,"Balea, Paul","BALEA,PAUL",Illinois Tech,IIT,765-1355,3,3,10,0,10,0,0,4,6,8,0,4,1,1,2.00,1.33,2.67,1.333,.000,0,0,1,0,0,2,0,.000,2,0,0,0,.67,.00,.00,.00,0,,201:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,15.10497434193499,10,96
