rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Chicone,Luke",0.0,G,28,32.82142857142857,24.29,4.75,6.29,2.71,0.29,2.1785714285714284,11.254823827152059,3.3708596409298743,0.5312201387392793,4.590631307380009,3.762378229523943,-0.09727905887011525,1.1309263153976317
2,ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Kinney,Elijah",0.0,F,24,29.291666666666668,21.96,11.67,1.29,0.96,2.67,1.75,11.184582951074965,2.8764545461084916,4.057470954533957,-0.23534947389438785,0.2631085915033052,6.0884249972735285,0.5244724649726651
3,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,MUW,"Huguley,Tray",0.0,F,25,35.04,23.04,11.68,2.64,1.04,1.52,2.28,10.544145944525303,3.1056208561544545,4.062566692707071,1.0676653370496993,0.42307520352710587,3.0995343819100034,1.2744537266648739
4,saa,Southern Athletic Association (SAA),2025-26,Sewanee,"Bigham,Fletcher",0.0,F,25,32.4,19.36,11.04,2.36,1.08,2.72,2.12,10.345492856610168,2.3247578737756176,3.736439449627794,0.7974104132983328,0.5030585095390062,6.218376763158901,1.0480442891728867
5,landmark_conference,Landmark Conference,2025-26,Moravian,Marquis Ratcliff,0.0,f,25,34.24,22.36,8.72,2.44,0.88,2.56,2.24,10.301415376027258,2.9613309572366258,2.554228193465417,0.8746261057987232,0.10314197947950465,5.802531112325714,1.2178513672918776
6,nacc,Northern Athletics Collegiate Conference (NACC),2025-26,Concordia Wisconsin,"Landers,Logan",0.0,F,26,33.46153846153846,25.19,11.42,2.46,0.73,0.96,2.5,9.955494632718587,3.5618315659681774,3.9300775002061146,0.8939300289238208,-0.19679541806512146,1.6440746039938519,1.5857667032163572
7,sunyac,State University of New York Athletic Conference (SUNYAC),2025-26,Canton,L Johnson Jr.,,,18,33.4,19.8,12.0,3.2,2.6,2.0,4.1,9.784766574883932,2.418121926016566,4.225630314246709,1.6081751845524317,3.542424137991217,4.347071334409562,3.8498610781362337
8,wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Grieger,Sam",0.0,G,28,36.42857142857143,25.79,4.96,3.54,1.18,0.39,1.3928571428571428,9.598038346664923,3.689146182660379,0.6382306403746669,1.9363418776790906,0.7030167745687567,0.1626244729006262,0.019094256285192606
9,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,Illinois Wesleyan,"Cleveland,Noah",0.0,F,23,32.34782608695652,18.96,11.35,2.04,1.65,1.87,2.260869565217391,9.37593366391546,2.2398814626474834,3.8944073329943185,0.4885476432967716,1.642820620208585,4.009196743107599,1.2473830330517015
10,miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Overway,Jalen",0.0,C,27,32.0,23.15,10.7,3.33,0.41,1.07,2.407407407407407,9.348567396896284,3.128961869214691,3.563184351741928,1.733650684865566,-0.8366618661603238,1.9299684889416675,1.4547427231862713
11,uaa,University Athletic Association (UAA),2025-26,Emory,"Pearce,Ben",0.0,G,24,37.041666666666664,24.04,4.0,7.25,1.25,0.17,2.7083333333333335,9.314460948067943,3.3178118839747905,0.14903977575575214,5.517219617384693,0.8429875600895823,-0.4091632969950048,1.8805706582840498
12,mac,Middle Atlantic Conferences (MAC),2025-26,York,"Rowe,Jayden",0.0,G,27,32.55555555555556,25.63,7.04,3.15,1.19,1.74,3.6666666666666665,9.198865221565988,3.6551956182091248,1.6981441803823158,1.5599153767396874,0.7230126010717318,3.6713221518056343,3.236668851595433
13,sunyac,State University of New York Athletic Conference (SUNYAC),2025-26,Plattsburgh,R Welch,,,25,37.6,26.1,8.2,4.2,1.6,0.2,3.5,9.118849682140876,3.7549254012846833,2.289249808463504,2.573371340807311,1.54284148769371,-0.3311922374637824,3.00082568754128
14,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Crown,Tyler Smith,0.0,*,28,32.42857142857143,7.39,11.71,6.57,1.04,3.64,2.4642857142857144,9.114879761993166,-0.2151687292338058,4.077853907226412,4.860886231131375,0.42307520352710587,8.609489255449722,1.5352288823476101
15,gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,E Madesko,,,25,34.8,20.1,6.0,5.7,2.5,0.3,2.4,9.076285498430137,2.4817792343626666,1.1681874103784915,4.02116557518963,3.3424658729614665,-0.07128870569304109,1.4442608047838648
16,ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Montagnino,Marcus",0.0,F,27,33.148148148148145,22.26,7.85,4.41,1.7,0.19,2.2962962962962963,8.955894186448106,2.9401118544545928,2.110898972404525,2.7760625336208355,1.7427997527234604,-0.35718259064085656,1.2975139471501693
17,mac,Middle Atlantic Conferences (MAC),2025-26,Hood,"Yarbrough,Jevon",0.0,G,27,35.74074074074074,25.56,6.3,6.3,1.89,0.11,4.296296296296297,8.902326457154778,3.640342246261701,1.3210595555719022,4.600283268942557,2.122720456279987,-0.5651054160574497,4.127631915800015
18,nwc,Northwest Conference (NWC),2025-26,Willamette,"Overby,Tanner",0.0,G,22,28.681818181818183,24.64,4.86,3.23,2.32,0.41,2.409090909090909,8.880209136538944,3.4451265006669924,0.5872732586435302,1.6371310692400778,2.9825409959079145,0.21460517925477438,1.457124977368637
19,ll,Liberty League (LL),2025-26,Union,"Plesser,Jack",0.0,F,25,31.52,22.64,7.6,1.48,1.0,1.48,1.6,8.813130749261461,3.0207444450263203,1.9835055180766827,-0.051962204205960844,0.3430918975152055,2.995572969201707,0.31221361732392683
20,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Concordia,"Cook,Jacob",0.0,F,26,34.53846153846154,21.46,11.08,3.35,1.04,0.58,2.5384615384615383,8.625166525996503,2.7703590321983236,3.756822402320249,1.7529546079906635,0.42307520352710587,0.6564411832650346,1.6401920487673156
21,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Mary Washington,K Robinson,,,27,36.2,24.6,6.9,4.1,1.5,0.2,2.9,8.530249873949767,3.4366388595541792,1.6268038459587244,2.4768517251818225,1.342883222663959,-0.3311922374637824,2.1517902969463263
22,newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,Wheaton,"Iafrate,Dimetri",0.0,G,28,36.642857142857146,19.46,5.18,4.54,2.89,0.25,2.25,8.223196144788739,2.3459769765576515,0.7503368801831681,2.90153803393397,4.122303106577495,-0.20124047157841174,1.2320019571351266
23,asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Ramey,Armonie",0.0,G,22,25.59090909090909,20.09,6.32,3.14,3.14,0.27,2.272727272727273,8.201514352221771,2.479657324084463,1.3312510319181299,1.5502634151771388,4.622198769151872,-0.14925976522426343,1.264162388597057
24,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Barnette,Myles",0.0,G,26,29.96153846153846,18.77,3.88,4.0,2.5,0.73,1.5,8.184701455615704,2.1995651673616194,0.08789091767838772,2.380332109556335,3.3424658729614665,1.0462964809211468,0.17070771889143443
