conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Tommy Wimmers,,,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,8,1,181:00,2,0,1.000,7,13,0,4,3,1,.538,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Chad McGinnis,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,181:00,2,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Caiden McCann,,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,4,4,121:00,2,1,1.000,0,0,0,0,0,0,.000,1,60:00,21,22,0,0,2,0,0,0,0,54,21.00,.512
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Jacob King,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,3,181:00,2,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Jack Sergeant,,,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,11,0,12,1,60:00,0,43,1.000,4,8,0,3,1,2,.500,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Sam Chapman,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,2,120:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Hunter Doppke,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,5,0,60:00,0,9,1.000,0,1,0,0,0,0,.000,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Thomas Borges,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,8,0,5,3,61:00,2,11,1.000,1,1,0,0,0,0,1.000,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Keegan Weir,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,121:00,2,0,1.000,0,0,0,0,0,0,.000,2,120:00,40,27,0,0,2,0,0,0,0,136,20.00,.403
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Wyatt Dosek,,,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,181:00,2,0,1.000,9,10,0,3,0,3,.900,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Jake Moore,,,,3,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,10,0,181:00,2,0,1.000,17,27,0,8,4,4,.630,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Eddie Resendez,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,15,7,0,9,0,120:00,0,23,1.000,1,3,0,0,0,0,.333,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,Charley Dore,,,,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,1,181:00,2,0,1.000,6,12,0,5,1,4,.500,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Augustana,"Chapman-Rienstra, Sa",,,,-7,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,0,0,0,0,-5,0,-12,-16,-419:00,2,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Carroll,Anthony Defilippis,,,,13,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,10,2,00:00,0,0,1.000,14,23,0,6,2,4,.609,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Carroll,Jake Wright,,,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,79,134,42,0,2,2,835:00,48,213,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Carroll,Jake Gehl,,,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,44,0,29,7,822:00,36,1,1.000,0,1,0,1,1,0,.000,14,775:13,165,165,0,5,9,0,0,1,0,567,12.77,.500
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Carroll,Adam Kobow,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Carroll,Walt Schoepel,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,00:00,0,0,1.000,0,1,0,0,0,0,.000,,,,,,,,,,,,,,
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,mlax,Carroll,Brady Mollsen,,,,11,3,0,0,0,0,0,0,10,0,3,1,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,12,3,188:00,18,0,1.000,46,87,0,21,3,18,.529,,,,,,,,,,,,,,
