season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Brad Stolt,Brad,Stolt,,1133,Brad Stolt,"STOLT,BRAD",STOLTBRADHUSSON,11,7,,,Husson ,HUSSON,1201-3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,49,49,0,5,2,421:00,34,139,1.000,,1,2,0,0,0,0,.500,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Drew Clinch,Drew,Clinch,,1133,Drew Clinch,"CLINCH,DREW",CLINCHDREWHUSSON,16,0,,,Husson ,HUSSON,1201-3720,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,20,8,00:00,0,0,1.000,,22,33,0,28,20,8,.667,1.75,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Jacob Sargent,Jacob,Sargent,,1133,Jacob Sargent,"SARGENT,JACOB",SARGENTJACOBHUSSON,10,1,,,Husson ,HUSSON,1201-3974,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,60:00,0,0,1.000,,4,10,0,1,0,1,.400,0.10,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Dean Sinkler,Dean,Sinkler,,1133,Dean Sinkler,"SINKLER,DEAN",SINKLERDEANHUSSON,8,1,,,Husson ,HUSSON,1201-3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,60:00,0,0,1.000,,7,9,0,4,1,3,.778,0.50,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Brian Peabody,Brian,Peabody,,1133,Brian Peabody,"PEABODY,BRIAN",PEABODYBRIANHUSSON,16,9,,,Husson ,HUSSON,1201-4081,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,121,127,53,0,12,1,538:00,56,248,1.000,,3,5,0,5,4,1,.600,0.31,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Owen Giorgio,Owen,Giorgio,,1133,Owen Giorgio,"GIORGIO,OWEN",GIORGIOOWENHUSSON,16,15,,,Husson ,HUSSON,1201-3723,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,115,0,19,38,899:00,90,0,1.000,,19,37,0,25,13,12,.514,1.56,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Caleb Kirchner,Caleb,Kirchner,,1133,Caleb Kirchner,"KIRCHNER,CALEB",KIRCHNERCALEBHUSSON,16,12,,,Husson ,HUSSON,1201-4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,21,0,9,9,720:00,60,0,1.000,,0,1,0,2,2,0,.000,0.13,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Evan Carmody,Evan,Carmody,,1133,Evan Carmody,"CARMODY,EVAN",CARMODYEVANHUSSON,6,0,,,Husson ,HUSSON,1201-3719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,00:00,0,0,1.000,,5,5,0,3,0,3,1.000,0.50,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Matt Richardson,Matt,Richardson,,1133,Matt Richardson,"RICHARDSON,MATT",RICHARDSONMATTHUSSON,16,15,,,Husson ,HUSSON,1201-4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,23,0,11,12,899:00,90,0,1.000,,1,1,0,0,0,0,1.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Connor Chase,Connor,Chase,,1133,Connor Chase,"CHASE,CONNOR",CHASECONNORHUSSON,11,8,,,Husson ,HUSSON,1201-4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3,5,481:00,34,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Jack Kaszubinski,Jack,Kaszubinski,,1133,Jack Kaszubinski,"KASZUBINSKI,JACK",KASZUBINSKIJACKHUSSON,8,1,,,Husson ,HUSSON,1201-3807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,60:00,0,0,1.000,,3,5,0,1,1,0,.600,0.13,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Odin Burk,Odin,Burk,,1133,Odin Burk,"BURK,ODIN",BURKODINHUSSON,17,15,,,Husson ,HUSSON,1201-3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,19,2,854:00,90,0,1.000,,0,0,0,0,0,0,.000,0.00,16,860:29,165,157,0,10,5,0,0,0,0,594,11.51,.488,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Gabe Robinson,Gabe,Robinson,,1133,Gabe Robinson,"ROBINSON,GABE",ROBINSONGABEHUSSON,16,0,,,Husson ,HUSSON,1201-4536,0,0,0,0,0,2,8,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,22,13,00:00,0,0,1.000,,63,104,0,42,11,31,.606,2.63,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Jackson Purdy,Jackson,Purdy,,1133,Jackson Purdy,"PURDY,JACKSON",PURDYJACKSONHUSSON,15,13,,,Husson ,HUSSON,1201-4535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,22,0,11,10,777:00,86,0,1.000,,1,1,0,0,0,0,1.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Taylor Schwalje,Taylor,Schwalje,,1133,Taylor Schwalje,"SCHWALJE,TAYLOR",SCHWALJETAYLORHUSSON,16,15,,,Husson ,HUSSON,1201-4084,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,34,0,28,3,899:00,90,0,1.000,,30,55,0,46,29,17,.545,2.88,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Josh Hawkins,Josh,Hawkins,,1133,Josh Hawkins,"HAWKINS,JOSH",HAWKINSJOSHHUSSON,15,12,,,Husson ,HUSSON,1201-4186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,30,0,6,7,721:00,34,1,1.000,,0,2,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Aidan Byers,Aidan,Byers,,1133,Aidan Byers,"BYERS,AIDAN",BYERSAIDANHUSSON,16,3,,,Husson ,HUSSON,1201-3717,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,17,0,4,8,178:00,56,0,1.000,,3,4,0,4,2,2,.750,0.25,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Jeremy Rousseau,Jeremy,Rousseau,,1133,Jeremy Rousseau,"ROUSSEAU,JEREMY",ROUSSEAUJEREMYHUSSON,2,1,,,Husson ,HUSSON,1201-4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,75:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,2,22:14,4,4,0,0,0,0,0,0,0,8,10.79,.500,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Drew Held,Drew,Held,,1133,Drew Held,"HELD,DREW",HELDDREWHUSSON,16,0,,,Husson ,HUSSON,1201-4314,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,1,00:00,0,0,1.000,,12,19,0,8,4,4,.632,0.50,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Dominic Hollenkamp,Dominic,Hollenkamp,,1133,Dominic Hollenkamp,"HOLLENKAMP,DOMINIC",HOLLENKAMPDOMINICHUSSON,16,15,,,Husson ,HUSSON,1201-4077,0,0,0,0,0,0,12,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,34,7,899:00,90,0,1.000,,85,117,0,65,15,50,.726,4.06,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Cohen Trnka,Cohen,Trnka,,1133,Cohen Trnka,"TRNKA,COHEN",TRNKACOHENHUSSON,1,0,,,Husson ,HUSSON,1201-3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1.000,,0,0,0,0,0,0,.000,0.00,1,15:00,0,0,0,0,0,0,0,0,0,0,.00,.000,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Bode Markham,Bode,Markham,,1133,Bode Markham,"MARKHAM,BODE",MARKHAMBODEHUSSON,11,0,,,Husson ,HUSSON,1201-4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,8,0,1,0,00:00,0,30,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Charlie Scobie,Charlie,Scobie,,1133,Charlie Scobie,"SCOBIE,CHARLIE",SCOBIECHARLIEHUSSON,6,0,,,Husson ,HUSSON,1201-4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,00:00,0,0,1.000,,3,4,0,0,0,0,.750,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Cody Dingwell,Cody,Dingwell,,1133,Cody Dingwell,"DINGWELL,CODY",DINGWELLCODYHUSSON,16,1,,,Husson ,HUSSON,1201-4072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,5,60:00,0,0,1.000,,7,7,0,10,7,3,1.000,0.63,,,,,,,,,,,,,,,,,,
